ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission,swap,profit,equity,margin_level,close_reason
2296542,2026-07-29T18:52:24,2026-07-29T18:52:37,buy,0.01,0.01,XAUUSD,4098.563,4099.301,4096.956,4113.897,,,0.7,,,user
2296536,2026-07-29T18:51:39,2026-07-29T18:51:41,buy,0.01,0.01,XAUUSD,4097.356,4095.318,4095.318,4110.064,,,-2,,,user
2296532,2026-07-29T18:51:12,2026-07-29T18:51:17,buy,0.01,0.01,XAUUSD,4098.184,4096.053,4096.053,4108.833,,,-2.1,,,user
2296521,2026-07-29T18:50:25,2026-07-29T18:50:25,buy,0.01,0.01,XAUUSD,4094.798,4094.442,4094.442,4107.224,,,-0.4,,,user
2296424,2026-07-29T18:44:56,2026-07-29T18:45:13,buy,0.01,0.01,XAUUSD,4083.921,4085.324,4079.307,4102.532,,,1.4,,,user
2296303,2026-07-29T18:36:22,2026-07-29T18:36:25,sell,0.02,0.02,XAUUSD,4055.994,4055.665,4058.507,4045.723,,,0.7,,,user
2296269,2026-07-29T18:33:41,2026-07-29T18:33:45,sell,0.02,0.02,XAUUSD,4058.694,4058.218,4061.386,4050.455,,,1,,,user
2296253,2026-07-29T18:32:49,2026-07-29T18:32:57,sell,0.02,0.02,XAUUSD,4058.373,4060.347,4060.347,4052.166,,,-3.9,,,user
2296217,2026-07-29T18:31:24,2026-07-29T18:31:32,sell,0.02,0.02,XAUUSD,4067.482,4062.323,4073.923,,,,10.3,,,user
2296196,2026-07-29T18:29:24,2026-07-29T18:30:00,sell,0.02,0.02,XAUUSD,4064.928,4069.345,4068.699,4059.563,,,-8.8,,,user
2296180,2026-07-29T18:27:33,2026-07-29T18:28:00,sell,0.02,0.02,XAUUSD,4064.612,4065.455,4066.677,,,,-1.7,,,user
2296158,2026-07-29T18:25:15,2026-07-29T18:25:43,sell,0.3,0.3,BTCUSD,63957.07,63923.16,64030.71,63658.69,,,10.17,,,user
2296108,2026-07-29T18:20:51,2026-07-29T18:21:17,sell,0.02,0.02,XAUUSD,4070.308,4070.89,4075.592,,,,-1.2,,,user
2295896,2026-07-29T18:09:42,2026-07-29T18:10:49,sell,0.02,0.02,XAUUSD,4075.574,4073.718,4082.658,4065.952,,,3.7,,,user
2295660,2026-07-29T18:00:36,2026-07-29T18:00:38,buy,0.02,0.02,XAUUSD,4077.253,4084.368,4053.769,,,,14.2,,,user
2295644,2026-07-29T18:00:09,2026-07-29T18:00:15,buy,0.02,0.02,XAUUSD,4077.394,4078.38,4049.418,,,,2,,,user
2295485,2026-07-29T17:53:08,2026-07-29T17:56:42,sell,0.02,0.02,XAUUSD,4045.905,4043.378,4043.378,4038.063,,,5.1,,,user
2295201,2026-07-29T17:19:34,2026-07-29T17:39:21,sell,0.01,0.01,XAUUSD,4044.806,4041.771,4041.771,4027.808,,,3,,,user
2295237,2026-07-29T17:24:31,2026-07-29T17:39:21,sell,0.01,0.01,XAUUSD,4047.219,4041.858,4041.858,4027.677,,,5.4,,,user
2295185,2026-07-29T17:17:42,2026-07-29T17:18:47,sell,0.05,0.05,XAUUSD,4045.167,4045.051,4045.051,4039.728,,,0.6,,,user
2295070,2026-07-29T17:09:30,2026-07-29T17:12:35,sell,0.05,0.05,XAUUSD,4039.948,4043.194,4043.194,4032.844,,,-16.2,,,user
2294964,2026-07-29T17:02:22,2026-07-29T17:03:15,sell,0.05,0.05,XAUUSD,4030.986,4030.7059999999997,4032.891,4029.105,,,1.4,,,user
2294945,2026-07-29T16:59:49,2026-07-29T17:01:07,sell,0.05,0.05,XAUUSD,4027.277,4031.323,4031.323,4020.896,,,-20.2,,,user
2294812,2026-07-29T16:38:20,2026-07-29T16:38:57,sell,0.1,0.1,XAUUSD,4017.226,4016.8579999999997,4019.774,4015.23,,,3.7,,,user
2294808,2026-07-29T16:37:20,2026-07-29T16:37:49,sell,0.1,0.1,XAUUSD,4015.548,4018.598,4018.598,4008.524,,,-30.5,,,user
2294715,2026-07-29T16:30:38,2026-07-29T16:34:08,sell,0.05,0.05,XAUUSD,4017.092,4019.18,4019.18,4012.213,,,-10.4,,,user
2294125,2026-07-29T14:54:18,2026-07-29T14:59:37,buy,0.05,0.05,XAUUSD,4004.791,4005.368,4001.146,4008.979,,,2.9,,,user
2293682,2026-07-29T14:16:49,2026-07-29T14:18:37,buy,0.05,0.05,XAUUSD,4002.564,4006.973,3998.904,4006.973,,,22,,,user
2292701,2026-07-29T13:18:39,2026-07-29T13:23:03,buy,0.05,0.05,XAUUSD,4018.57,4022.773,4016.59,4022.773,,,21,,,user
2291288,2026-07-29T11:06:16,2026-07-29T11:23:34,buy,0.05,0.05,XAUUSD,4026.661,4031.987,4030.828,4039.776,,,26.6,,,user
2290959,2026-07-29T10:19:49,2026-07-29T10:38:49,buy,0.05,0.05,XAUUSD,4031.917,4029.899,4029.899,4043.544,,,-10.1,,,user
2290811,2026-07-29T09:56:42,2026-07-29T10:38:49,buy,0.05,0.05,XAUUSD,4033.884,4029.873,4029.873,4043.544,,,-20.1,,,user
2290733,2026-07-29T09:46:18,2026-07-29T09:53:44,buy,0.05,0.05,XAUUSD,4034.605,4035.015,4035.015,4047.202,,,2.1,,,user
2290648,2026-07-29T09:29:53,2026-07-29T09:32:54,sell,0.05,0.05,XAUUSD,4033.473,4033.4159999999997,4033.255,4021.314,,,0.3,,,user
2284545,2026-07-28T15:29:15,2026-07-28T18:52:29,sell,0.01,0.01,EURUSD,1.13959,1.1387800000000001,1.14171,1.13547,,,0.81,,,user
2284606,2026-07-28T15:45:32,2026-07-28T15:53:53,sell,0.05,0.05,XAUUSD,4042.067,4046.201,4046.201,4029.816,,,-20.7,,,user
2284611,2026-07-28T15:40:11,2026-07-28T15:40:45,buy,0.05,0.05,XAUUSD,4037.354,4037.623,4033.519,4049.905,,,1.3,,,user
2284568,2026-07-28T15:32:45,2026-07-28T15:36:58,sell,0.05,0.05,XAUUSD,4033.416,4037.44,4037.44,4021.235,,,-20.1,,,user
2284452,2026-07-28T15:20:32,2026-07-28T15:22:50,buy,0.05,0.05,XAUUSD,4038.053,4038.144,4038.144,4042.21,,,0.5,,,user
2284434,2026-07-28T15:17:33,2026-07-28T15:20:17,sell,0.05,0.05,XAUUSD,4033.472,4039.1310000000003,4037.687,4021.068,,,-28.3,,,user
2284422,2026-07-28T15:15:59,2026-07-28T15:16:21,sell,0.05,0.05,XAUUSD,4034.034,4033.922,4036.589,4016.169,,,0.6,,,user
2284340,2026-07-28T15:08:50,2026-07-28T15:10:07,buy,0.05,0.05,XAUUSD,4025.576,4032.568,4022.345,4042.452,,,35,,,user
2284298,2026-07-28T15:02:24,2026-07-28T15:05:12,buy,0.05,0.05,XAUUSD,4026.82,4024.13,4024.13,4044.14,,,-13.5,,,user
2284282,2026-07-28T14:59:19,2026-07-28T15:01:23,buy,0.01,0.01,XAUUSD,4026.043,4028.768,4026.07,4032.969,,,2.7,,,user
2276769,2026-07-27T15:46:35,2026-07-27T16:07:22,sell,0.2,0.2,XAUUSD,4076.829,4080.95,4081.726,4063.772,,,-82.4,,,user
2276775,2026-07-27T15:24:37,2026-07-27T16:07:22,sell,0.01,0.01,XAUUSD,4075.447,4080.95,4081.589,4063.817,,,-5.5,,,user
2276662,2026-07-27T15:13:43,2026-07-27T15:14:02,buy,0.3,0.3,BTCUSD,64661.23,64666.380000000005,64495.54,65013.94,,,1.55,,,user
2276647,2026-07-27T15:12:59,2026-07-27T15:13:06,buy,0.3,0.3,BTCUSD,64617.88,64632.58,64448.08,64966.48,,,4.41,,,user
2276626,2026-07-27T15:11:09,2026-07-27T15:12:07,buy,0.2,0.2,BTCUSD,64528.09,64579.49,64363.66,64882.09,,,10.28,,,user
2276606,2026-07-27T15:09:13,2026-07-27T15:09:17,buy,0.2,0.2,XAUUSD,4074.232,4074.293,,4077.043,,,1.2,,,user
2276605,2026-07-27T15:08:56,2026-07-27T15:09:01,buy,0.2,0.2,XAUUSD,4074.237,4074.542,,4076.057,,,6.1,,,user
2276598,2026-07-27T15:07:17,2026-07-27T15:08:45,sell,0.2,0.2,XAUUSD,4073.473,4074.113,4075.265,4071.387,,,-12.8,,,user
2276588,2026-07-27T15:05:18,2026-07-27T15:06:21,sell,0.2,0.2,XAUUSD,4074.224,4074.211,4076.018,4072.656,,,0.3,,,user
2276570,2026-07-27T15:03:12,2026-07-27T15:04:13,sell,0.2,0.2,XAUUSD,4073.401,4074.598,4074.598,4071.929,,,-23.9,,,user
2257771,2026-07-23T14:46:16,2026-07-23T14:47:28,buy,0.01,0.01,XAUUSD,4060.45,4060.369,4056.314,4066.689,,,-0.1,,,user
2255275,2026-07-23T11:36:20,2026-07-23T11:40:25,buy,0.2,0.2,XAUUSD,4081.713,4076.081,4076.081,4100.467,,,-112.6,,,user
2253553,2026-07-23T08:01:01,2026-07-23T08:03:50,buy,0.2,0.2,XAUUSD,4091.659,4093.458,4091.104,4098.633,,,36,,,user
2246803,2026-07-22T15:18:41,2026-07-22T15:23:56,sell,0.02,0.02,XAUUSD,4154.142,4160.887,4160.887,4145.734,,,-13.5,,,user
2245999,2026-07-22T14:16:38,2026-07-22T14:20:54,sell,0.02,0.02,XAUUSD,4152.29,4152.29,4152.29,4134.066,,,,,,user
2244698,2026-07-22T12:55:49,2026-07-22T12:56:59,sell,0.1,0.1,XAUUSD,4117.645,4110.85,4122.658,4102.1,,,68,,,user
2242146,2026-07-22T08:13:42,2026-08-22T08:20:17,sell,0.05,0.05,XAUUSD,4115.751,4115.708,4115.708,4100.58,,,0.2,,,user
2241838,2026-07-22T07:40:03,2026-07-22T07:53:20,sell,0.01,0.1,XAUUSD,4115.009,4111.984,4111.984,4100.148,,,3,,,user
2241838,2026-07-22T07:40:03,2026-07-22T07:51:51,sell,0.04,0.1,XAUUSD,4115.009,4110.844,4111.984,4100.148,,,16.7,,,user
2241838,2026-07-22T07:40:03,2026-07-22T07:49:39,sell,0.03,0.1,XAUUSD,4115.009,4111.182,4111.984,4100.148,,,11.5,,,user
2241838,2026-07-22T07:40:03,2026-07-22T07:47:10,sell,0.02,0.1,XAUUSD,4115.009,4111.84,4111.984,4100.148,,,6.3,,,user
2241432,2026-07-22T07:01:55,2026-07-22T07:13:00,sell,0.1,0.1,XAUUSD,4114.452,4116.351,4116.351,4100.363,,,-19,,,user
2241399,2026-07-22T06:57:35,2026-07-22T07:00:02,buy,0.15,0.15,GBPUSD,1.33787,1.3379500000000002,1.33741,1.33875,,,1.2,,,user
2236000,2026-07-21T14:50:51,2026-07-21T15:06:42,buy,0.1,0.1,XAUUSD,4069.635,4067.387,4064.651,4082.757,,,-22.5,,,user
2235733,2026-07-21T14:30:53,2026-07-21T14:32:55,buy,0.1,0.1,XAUUSD,4073.832,4069.644,4069.644,4083.553,,,-41.9,,,user
2233096,2026-07-21T11:07:07,2026-07-21T12:24:00,sell,0.1,0.1,XAUUSD,4056.658,4062.656,4062.656,4046.23,,,-60,,,user
2230651,2026-07-21T06:59:01,2026-07-21T07:12:05,sell,0.01,0.02,XAUUSD,4078.872,4073.576,4078.83,4062.199,,,5.3,,,user
2230651,2026-07-21T06:59:01,2026-07-21T07:11:24,sell,0.01,0.02,XAUUSD,4078.872,4073.7639999999997,4078.83,4062.199,,,5.1,,,user
2226286,2026-07-20T16:36:26,2026-07-20T16:41:29,sell,0.1,0.1,XAUUSD,4009.833,4001.55,4013.924,4001.55,,,82.8,,,user
2225215,2026-07-20T15:12:37,2026-07-20T15:13:45,sell,0.1,0.1,XAUUSD,4012.929,4015.488,4015.488,,,,-25.6,,,user
2218215,2026-07-20T03:00:07,2026-07-20T05:34:37,sell,0.01,0.01,XAUUSD,4020.831,4012.484,4030.187,4010,,,8.3,,,user
2217888,2026-07-20T02:03:56,2026-07-20T02:15:29,buy,0.01,0.01,XAUUSD,4008.178,4004.888,4001.057,4020,,,-3.3,,,user
2215441,2026-07-18T12:01:15,2026-07-18T12:40:34,buy,0.2,0.2,BTCUSD,64078.38,64133.64,63749.35,,,,11.05,,,user
2215415,2026-07-18T09:40:36,2026-07-18T11:43:45,buy,0.05,0.05,BTCUSD,63924.92,63965.47,61972.96,67572.95,,,2.03,,,user
2214656,2026-07-17T16:55:47,2026-07-17T16:59:49,sell,0.01,0.01,XAUUSD,4015.296,4015.025,4016.87,4012.246,,,0.3,,,user
2208828,2026-07-17T08:15:34,2026-07-17T08:28:17,buy,0.4,0.4,XAUUSD,3994.863,3988.742,3988.742,4005.052,,,-244.8,,,user
2208258,2026-07-17T06:36:06,2026-07-17T06:54:42,sell,0.01,0.01,XAUUSD,4002.748,3997.0919999999996,4007.998,3993.9,,,5.7,,,user
2207831,2026-07-17T06:09:52,2026-07-17T06:10:50,sell,0.01,0.01,XAUUSD,3989.063,3993.058,3993.058,3980.703,,,-4,,,user
2204253,2026-07-16T16:48:45,2026-07-16T17:12:08,buy,0.05,0.05,XAUUSD,3992.31,3985.289,3985.289,,,,-35.1,,,user
2204185,2026-07-16T16:40:41,2026-07-16T16:41:07,buy,0.1,0.1,XAUUSD,3991.655,3990.107,3987.788,3999.106,,,-15.5,,,user
2204043,2026-07-16T16:23:49,2026-07-16T16:31:00,buy,0.1,0.1,XAUUSD,3988.469,3988.741,3981.622,,,,2.7,,,user
2203311,2026-07-16T15:36:05,2026-07-16T15:51:35,sell,0.1,0.1,XAUUSD,4012.198,4011.8579999999997,4015.326,4000.222,,,3.4,,,user
2198504,2026-07-16T11:03:47,2026-07-16T15:26:44,buy,0.04,0.04,BTCUSD,64154.6,64803.53,61647.54,74208.48,,,25.96,,,user
2203113,2026-07-16T15:25:11,2026-07-16T15:25:57,buy,0.1,0.1,XAUUSD,4010.76,4016.203,,,,,54.4,,,user
2202379,2026-07-16T14:15:25,2026-07-16T14:28:40,buy,0.01,0.01,XAUUSD,3988.387,3999.289,3994.707,4004.344,,,10.9,,,user
2200506,2026-07-16T12:45:41,2026-07-16T12:51:35,sell,0.01,0.01,XAUUSD,4002.784,4000.795,4014.446,,,,2,,,user
2199903,2026-07-16T12:17:10,2026-07-16T12:18:50,sell,0.01,0.01,XAUUSD,4017.59,4028.3379999999997,4027.426,,,,-10.7,,,user
2199688,2026-07-16T12:06:25,2026-07-16T12:07:09,sell,0.02,0.02,XAUUSD,4036.316,4036.239,4044.998,,,,0.2,,,user
2197794,2026-07-16T09:26:43,2026-07-16T09:54:09,sell,0.02,0.02,XAUUSD,4032.955,4035.407,4035.407,4026.575,,,-4.9,,,user
2197232,2026-07-16T08:26:08,2026-07-16T09:00:54,sell,0.01,0.02,XAUUSD,4033.22,4037.015,4037.015,4025.914,,,-3.8,,,user
2197232,2026-07-16T08:26:08,2026-07-16T08:56:41,sell,0.01,0.02,XAUUSD,4033.22,4034.069,4037.015,4025.914,,,-0.8,,,user
2196921,2026-07-16T08:03:45,2026-07-16T08:10:25,buy,0.02,0.02,BTCUSD,64154.33,64020.8,64023.4,64518,,,-2.67,,,user
2196736,2026-07-16T07:45:46,2026-07-16T07:53:15,buy,0.05,0.1,BTCUSD,64210.07,64012.94,64045.2,64519.11,,,-9.86,,,user
2196736,2026-07-16T07:45:46,2026-07-16T07:50:56,buy,0.05,0.1,BTCUSD,64210.07,64095.78,64045.2,64519.11,,,-5.71,,,user
2196265,2026-07-16T06:45:34,2026-07-16T07:00:03,buy,0.01,0.01,XAUUSD,4027.099,4030.107,4030.107,4036.726,,,3,,,user
2196166,2026-07-16T06:37:03,2026-07-16T06:40:12,sell,0.01,0.01,XAUUSD,4023.626,4026.778,4030.226,4010.803,,,-3.2,,,user
2188631,2026-07-15T13:30:49,2026-07-15T13:50:38,sell,0.1,0.1,BTCUSD,65307.55,64903.770000000004,65272.23,,,,40.38,,,user
2187946,2026-07-15T12:43:33,2026-07-15T12:58:19,sell,0.01,0.01,XAUUSD,4060.674,4070,4070,4030,,,-9.3,,,user
2187925,2026-07-15T12:42:34,2026-07-15T12:42:59,sell,0.01,0.01,XAUUSD,4057.708,4061.029,4061.029,,,,-3.3,,,user
2181982,2026-07-15T01:36:14,2026-07-15T01:40:35,sell,0.1,0.1,XAUUSD,4046.46,4040.951,4054.091,,,,55.1,,,user
2181965,2026-07-15T01:33:49,2026-07-15T01:34:59,sell,0.1,0.1,XAUUSD,4048.196,4050.951,4050.951,4042.116,,,-27.6,,,user
2181513,2026-07-14T19:22:41,2026-07-14T19:24:22,buy,0.1,0.1,BTCUSD,64648.33,64590.37,64552.25,64739.81,,,-5.8,,,user
2181470,2026-07-14T19:05:33,2026-07-14T19:09:09,sell,0.5,0.5,XAUUSD,4052.674,4054.6349999999998,,4051.934,,,-98.1,,,user
2181343,2026-07-14T18:41:38,2026-07-14T18:52:29,sell,0.04,0.04,XAUUSD,4045.953,4051.369,4051.369,4032.714,,,-21.7,,,user
2181048,2026-07-14T17:24:17,2026-07-14T18:32:10,buy,0.04,0.04,XAUUSD,4061.245,4055.4610000000002,4055.692,4072.5,,,-23.1,,,user
2180088,2026-07-14T16:05:25,2026-07-14T16:43:22,buy,0.03,0.03,XAUUSD,4060.256,4061.906,4053.528,4087.225,,,5,,,user
2179942,2026-07-14T15:41:27,2026-07-14T15:42:30,sell,0.02,0.02,XAUUSD,4073.571,4067.652,4081.212,4065.018,,,11.8,,,user
2179712,2026-07-14T15:15:44,2026-07-14T15:37:46,sell,0.01,0.01,XAUUSD,4089.139,4078.2619999999997,4093.888,4076.619,,,10.9,,,user
2177976,2026-07-14T13:02:09,2026-07-14T15:05:39,buy,0.01,0.01,XAUUSD,4081.49,4087.215,4069.006,4106.025,,,5.7,,,user
2178810,2026-07-14T13:57:56,2026-07-14T14:34:13,sell,0.01,0.01,XAUUSD,4077.654,4088.048,4088.048,,,,-10.4,,,user
2176698,2026-07-14T12:12:55,2026-07-14T12:30:00,sell,0.1,0.1,XAUUSD,4027.502,4033.548,4033.548,,,,-60.5,,,user
2176247,2026-07-14T11:23:42,2026-07-14T11:44:35,buy,0.1,0.1,XAUUSD,4024.695,4027.232,4027.232,4034.243,,,25.4,,,user
2176206,2026-07-14T11:20:25,2026-07-14T11:20:42,buy,0.1,0.1,XAUUSD,4024.904,4025.991,4020.254,4031.045,,,10.9,,,user
2176172,2026-07-14T11:15:11,2026-07-14T11:18:55,buy,0.1,0.1,XAUUSD,4022.718,4022.7980000000002,4018.884,4029.291,,,0.8,,,user
2176158,2026-07-14T11:14:03,2026-07-14T11:14:40,sell,0.1,0.1,XAUUSD,4020.454,4023.428,4023.428,4015.978,,,-29.7,,,user
2175985,2026-07-14T10:42:45,2026-07-14T10:51:40,buy,0.05,0.05,XAUUSD,4019.069,4020.226,4016.847,4023.581,,,5.8,,,user
2175964,2026-07-14T10:40:15,2026-07-14T10:40:45,buy,0.05,0.05,XAUUSD,4019.216,4019.708,4015.74,4022.692,,,2.5,,,user
2175759,2026-07-14T10:07:45,2026-07-14T10:27:04,sell,0.01,0.01,XAUUSD,4018.747,4016.84,4016.84,4014.235,,,1.9,,,user
2175744,2026-07-14T10:05:05,2026-07-14T10:05:38,sell,0.01,0.01,XAUUSD,4019.506,4019.263,4023.857,,,,0.2,,,user
2175686,2026-07-14T09:53:03,2026-07-14T10:00:37,sell,0.01,0.01,XAUUSD,4021.012,4020.8979999999997,4024.214,4014.737,,,0.1,,,user

